8,51
80,142
35,93
11,141
65,106
64,70
28,68
99,88
47,56
29,193
93,60
99,180
44,82
66,135
54,54
72,189
46,142
74,127
0,77
25,65
89,173
96,163
31,134
5,124
12,189
14,115
6,113
43,61
34,194
73,83
14,76
72,51
53,130
56,199
55,112
68,157
21,148
97,189
12,98
77,156
5,196
67,174
67,94
69,119
88,152
6,65
97,73
66,193
38,164
52,114
54,158
72,123
71,87
75,62
41,132
56,57
49,188
2,183
91,131
37,192
95,145
30,85
48,189
85,61
52,79
67,184
54,158
76,147
0,133
8,80
10,130
30,62
64,168
70,72
19,129
34,192
73,189
29,116
38,97
18,157
100,188
51,115
20,166
5,154
12,132
49,169
95,197
51,113
17,120
40,72
77,52
39,66
56,70
17,59
93,140
38,107
24,72
67,62
39,184
80,152
91,52
1,54
84,168
80,168
42,163
55,56
56,129
53,63
73,161
49,107
33,130
47,106
86,62
34,72
92,108
33,89
7,143
66,185
0,88
68,69
13,165
25,64
18,72
5,66
21,159
7,177
34,179
56,54
35,116
12,94
55,104
79,111
90,54
58,111
23,167
1,108
68,184
95,83
90,171
35,96
18,190
26,78
69,123
68,103
13,144
50,156
65,79
18,51
3,122
42,155
69,91
46,68
96,50
58,196
34,107
83,82
36,196
81,166
55,108
75,124
18,60
10,99
56,154
48,69
81,56
79,70
71,128
15,126
0,69
77,52
15,153
72,139
56,108
64,140
6,128
30,109
59,119
11,81
37,145
60,148
77,163
82,154
27,193
55,187
36,144
45,67
21,55
38,128
91,65
78,93
48,111
36,105
22,149
40,113
68,167
76,115
88,59
92,197
8,70
50,51
73,112
21,78
17,126
24,183
47,175
29,166
68,175
42,52
33,126
61,95
44,133
57,196
99,52
56,60
68,118
82,58
89,91
96,123
0,148
6,125
50,56
90,71
33,66
56,147
8,156
1,51
83,150
75,177
17,101
83,54
40,128
58,85
60,158
50,170
53,158
83,168
32,196
89,101
84,72
70,77
81,182
24,166
12,154
18,80
86,188
27,145
41,55
17,132
16,122
51,147
79,112
46,155
11,58
23,121
41,60
84,65
39,137
49,74
49,148
19,150
74,85
21,153
71,148
24,140
93,190
96,149
98,192
94,59
0,149
93,107
57,88
40,158
52,180
46,130
30,82
51,92
81,174
29,193
23,185
22,119
62,56
70,181
25,76
79,79
57,181
86,85
1,115
13,184
5,143
38,68
22,50
99,69
79,134
13,52
84,86
26,159
3,110
59,162
37,165
24,135
77,95
13,87
67,177
25,159
81,113
73,177
75,129
60,108
32,129
84,170
62,52
17,92
96,60
57,73
59,102
11,166
8,62
79,132
0,166
88,92
18,156
68,85
80,188
64,75
70,61
58,54
30,99
98,191
65,181
47,143
80,111
51,101
4,100
18,117
100,131
95,95
56,122
85,61
41,138
56,132
15,138
47,69
44,98
74,103
18,76
99,97
53,78
11,154
90,116
1,105
77,121
62,65
39,88
98,96
61,75
72,156
18,89
17,158
5,63
